id,name,chain,volume,market_cap,floor_price,avg_price,sales,assets,owners
709,Lucky Maneki,Ethereum,894.01 ETH,146.68 ETH,0.009 ETH,0.09969 ETH,,"14,217","3,109"
710,DinoBabies,Ethereum,"1,690.22 ETH",272.75 ETH,0.0475 ETH,0.1496 ETH,,"5,500","2,112"
701,PixelTigers,Ethereum,138.11 ETH,42.76 ETH,0.019 ETH,0.1391 ETH,,"1,837",521
702,SOUNI - Unity 3D MMORPG Game,BSC,"442,987.08 BUSD","711,695.59 BUSD",9 BUSD,255.03 BUSD,,"15,368",407
703,Polar Pals,Ethereum,136.33 ETH,39.26 ETH,0.0099 ETH,0.07446 ETH,,"4,154","1,135"
704,Cryptock,Ethereum,135.66 ETH,353.6 ETH,0.085 ETH,0.2303 ETH,,"2,400",735
705,MechaPenguins,Ethereum,135.45 ETH,"1,548.7 ETH",0.1 ETH,0.1353 ETH,,"6,000","1,609"
706,Elfin Standard NFT PACK,BSC,"434,423.75 BUSD","4,582,877.05 BUSD",9.8 BUSD,44.36 BUSD,,"93,640","1,096"
707,Dvision LAND in Metaverse,BSC,"432,705.6 BUSD",--,250 BUSD,785.31 BUSD,,"1,472",565
708,Commsaur,Ethereum,134.86 ETH,42.67 ETH,0.01 ETH,0.0679 ETH,,"3,332","1,129"
709,Unikong,Ethereum,134.77 ETH,65.45 ETH,0.01 ETH,0.111 ETH,,999,571
710,WonderHero Mystery Box,BSC,"428,559.01 BUSD","299,678.08 BUSD",32.4 BUSD,179.24 BUSD,,"5,000",575
701,PixelTigers,Ethereum,138.11 ETH,42.76 ETH,0.019 ETH,0.1391 ETH,,"1,837",521
702,SOUNI - Unity 3D MMORPG Game,BSC,"442,987.08 BUSD","711,695.59 BUSD",9 BUSD,255.03 BUSD,,"15,368",407
703,Polar Pals,Ethereum,136.33 ETH,39.26 ETH,0.0099 ETH,0.07446 ETH,,"4,154","1,135"
704,Cryptock,Ethereum,135.66 ETH,353.6 ETH,0.085 ETH,0.2303 ETH,,"2,400",735
705,MechaPenguins,Ethereum,135.45 ETH,"1,548.7 ETH",0.1 ETH,0.1353 ETH,,"6,000","1,609"
706,Elfin Standard NFT PACK,BSC,"434,423.75 BUSD","4,582,877.05 BUSD",9.8 BUSD,44.36 BUSD,,"93,640","1,096"
707,Dvision LAND in Metaverse,BSC,"432,705.6 BUSD",--,250 BUSD,785.31 BUSD,,"1,472",565
708,Commsaur,Ethereum,134.86 ETH,42.67 ETH,0.01 ETH,0.0679 ETH,,"3,332","1,129"
709,Unikong,Ethereum,134.77 ETH,65.45 ETH,0.01 ETH,0.111 ETH,,999,571
710,WonderHero Mystery Box,BSC,"428,559.01 BUSD","299,678.08 BUSD",32.4 BUSD,179.24 BUSD,,"5,000",575
701,PixelTigers,Ethereum,138.11 ETH,42.76 ETH,0.019 ETH,0.1391 ETH,,"1,837",521
702,SOUNI - Unity 3D MMORPG Game,BSC,"442,987.08 BUSD","711,695.59 BUSD",9 BUSD,255.03 BUSD,,"15,368",407
703,Polar Pals,Ethereum,136.33 ETH,39.26 ETH,0.0099 ETH,0.07446 ETH,,"4,154","1,135"
704,Cryptock,Ethereum,135.66 ETH,353.6 ETH,0.085 ETH,0.2303 ETH,,"2,400",735
705,MechaPenguins,Ethereum,135.45 ETH,"1,548.7 ETH",0.1 ETH,0.1353 ETH,,"6,000","1,609"
706,Elfin Standard NFT PACK,BSC,"434,423.75 BUSD","4,582,877.05 BUSD",9.8 BUSD,44.36 BUSD,,"93,640","1,096"
707,Dvision LAND in Metaverse,BSC,"432,705.6 BUSD",--,250 BUSD,785.31 BUSD,,"1,472",565
708,Commsaur,Ethereum,134.86 ETH,42.67 ETH,0.01 ETH,0.0679 ETH,,"3,332","1,129"
709,Unikong,Ethereum,134.77 ETH,65.45 ETH,0.01 ETH,0.111 ETH,,999,571
710,WonderHero Mystery Box,BSC,"428,559.01 BUSD","299,678.08 BUSD",32.4 BUSD,179.24 BUSD,,"5,000",575
701,PixelTigers,Ethereum,138.11 ETH,42.76 ETH,0.019 ETH,0.1391 ETH,,"1,837",521
702,SOUNI - Unity 3D MMORPG Game,BSC,"442,987.08 BUSD","711,695.59 BUSD",9 BUSD,255.03 BUSD,,"15,368",407
703,Polar Pals,Ethereum,136.33 ETH,39.26 ETH,0.0099 ETH,0.07446 ETH,,"4,154","1,135"
704,Cryptock,Ethereum,135.66 ETH,353.6 ETH,0.085 ETH,0.2303 ETH,,"2,400",735
705,MechaPenguins,Ethereum,135.45 ETH,"1,548.7 ETH",0.1 ETH,0.1353 ETH,,"6,000","1,609"
706,Elfin Standard NFT PACK,BSC,"434,423.75 BUSD","4,582,877.05 BUSD",9.8 BUSD,44.36 BUSD,,"93,640","1,096"
707,Dvision LAND in Metaverse,BSC,"432,705.6 BUSD",--,250 BUSD,785.31 BUSD,,"1,472",565
708,Commsaur,Ethereum,134.86 ETH,42.67 ETH,0.01 ETH,0.0679 ETH,,"3,332","1,129"
709,Unikong,Ethereum,134.77 ETH,65.45 ETH,0.01 ETH,0.111 ETH,,999,571
710,WonderHero Mystery Box,BSC,"428,559.01 BUSD","299,678.08 BUSD",32.4 BUSD,179.24 BUSD,,"5,000",575
701,PixelTigers,Ethereum,138.11 ETH,42.76 ETH,0.019 ETH,0.1391 ETH,,"1,837",521
702,SOUNI - Unity 3D MMORPG Game,BSC,"442,987.08 BUSD","711,695.59 BUSD",9 BUSD,255.03 BUSD,,"15,368",407
703,Polar Pals,Ethereum,136.33 ETH,39.26 ETH,0.0099 ETH,0.07446 ETH,,"4,154","1,135"
704,Cryptock,Ethereum,135.66 ETH,353.6 ETH,0.085 ETH,0.2303 ETH,,"2,400",735
705,MechaPenguins,Ethereum,135.45 ETH,"1,548.7 ETH",0.1 ETH,0.1353 ETH,,"6,000","1,609"
706,Elfin Standard NFT PACK,BSC,"434,423.75 BUSD","4,582,877.05 BUSD",9.8 BUSD,44.36 BUSD,,"93,640","1,096"
707,Dvision LAND in Metaverse,BSC,"432,705.6 BUSD",--,250 BUSD,785.31 BUSD,,"1,472",565
708,Commsaur,Ethereum,134.86 ETH,42.67 ETH,0.01 ETH,0.0679 ETH,,"3,332","1,129"
709,Unikong,Ethereum,134.77 ETH,65.45 ETH,0.01 ETH,0.111 ETH,,999,571
710,WonderHero Mystery Box,BSC,"428,559.01 BUSD","299,678.08 BUSD",32.4 BUSD,179.24 BUSD,,"5,000",575
701,PixelTigers,Ethereum,138.11 ETH,42.76 ETH,0.019 ETH,0.1391 ETH,,"1,837",521
702,SOUNI - Unity 3D MMORPG Game,BSC,"442,987.08 BUSD","711,695.59 BUSD",9 BUSD,255.03 BUSD,,"15,368",407
703,Polar Pals,Ethereum,136.33 ETH,39.26 ETH,0.0099 ETH,0.07446 ETH,,"4,154","1,135"
704,Cryptock,Ethereum,135.66 ETH,353.6 ETH,0.085 ETH,0.2303 ETH,,"2,400",735
705,MechaPenguins,Ethereum,135.45 ETH,"1,548.7 ETH",0.1 ETH,0.1353 ETH,,"6,000","1,609"
706,Elfin Standard NFT PACK,BSC,"434,423.75 BUSD","4,582,877.05 BUSD",9.8 BUSD,44.36 BUSD,,"93,640","1,096"
707,Dvision LAND in Metaverse,BSC,"432,705.6 BUSD",--,250 BUSD,785.31 BUSD,,"1,472",565
708,Commsaur,Ethereum,134.86 ETH,42.67 ETH,0.01 ETH,0.0679 ETH,,"3,332","1,129"
709,Unikong,Ethereum,134.77 ETH,65.45 ETH,0.01 ETH,0.111 ETH,,999,571
710,WonderHero Mystery Box,BSC,"428,559.01 BUSD","299,678.08 BUSD",32.4 BUSD,179.24 BUSD,,"5,000",575
801,Jose_Delbo,BSC,"16,224.5 BUSD","123,939.07 BUSD",28 BUSD,55.19 BUSD,,"4,121","1,130"
802,Animal Society,Ethereum,269.06 ETH,105.78 ETH,0.009 ETH,0.06911 ETH,,"7,777","3,479"
803,Paragon,BSC,"9,201.54 BUSD","279,996.67 BUSD",36 BUSD,52.88 BUSD,,"8,000",841
804,Bad Alien Social Club,Ethereum,6.1079 ETH,19.36 ETH,0.0029 ETH,0.007467 ETH,,"3,666",570
805,Space Pals Genesis,Ethereum,181.42 ETH,91.06 ETH,0.025 ETH,0.08578 ETH,,"3,104","1,673"
806,WEYU,Solana,"1,181.3 SOL",970.55 SOL,0.18 SOL,1.4859 SOL,,451,153
807,WOOFers,Solana,983.86 SOL,268.2 SOL,0.45 SOL,1.2407 SOL,,447,143
808,SuburbanColors,Ethereum,7.0448 ETH,20.12 ETH,0.015 ETH,0.03914 ETH,,"1,024",382
809,Meta Colonialists Club,Ethereum,47.33 ETH,8.3502 ETH,0.049 ETH,0.198 ETH,,501,317
810,Angry Penguins Grotto Gang,Ethereum,10.69 ETH,42.16 ETH,0.0008 ETH,0.01446 ETH,,"8,710","4,640"
801,Mike Tyson Mystery Box,BSC,"243,764.03 BUSD","762,080.12 BUSD",11.99 BUSD,50.81 BUSD,,"15,000","4,687"
802,Doomed Souls Army,Ethereum,75.68 ETH,0 ETH,0.007 ETH,0.07479 ETH,,"2,500",876
803,Crypteriors Locals,Ethereum,75.15 ETH,0 ETH,0.0025 ETH,0.05812 ETH,,"4,307","1,805"
804,Lightbody by Alex Grey,Ethereum,75.08 ETH,47.36 ETH,0.16 ETH,0.7083 ETH,,275,183
805,Bullish Llama,Ethereum,75.07 ETH,0 ETH,0.005 ETH,0.08359 ETH,,"3,713","1,588"
806,The WolfGang,Ethereum,74.5 ETH,295.88 ETH,0.014 ETH,0.03293 ETH,,"9,945","4,161"
807,Fishman's Laboratory,Ethereum,74.37 ETH,37.07 ETH,0.0134 ETH,0.07937 ETH,,"1,651",873
808,Fury of the Fur,Ethereum,74.06 ETH,113.67 ETH,0.035 ETH,0.06502 ETH,,"2,511",990
809,Blotter Party,Ethereum,73.09 ETH,0 ETH,2.88 ETH,2.9235 ETH,,101,80
810,Tribes Of Ogun,Ethereum,72.33 ETH,12.4 ETH,0.002 ETH,0.08821 ETH,,"3,179","1,160"
801,Mike Tyson Mystery Box,BSC,"243,764.03 BUSD","762,080.12 BUSD",11.99 BUSD,50.81 BUSD,,"15,000","4,687"
802,Doomed Souls Army,Ethereum,75.68 ETH,0 ETH,0.007 ETH,0.07479 ETH,,"2,500",876
803,Crypteriors Locals,Ethereum,75.15 ETH,0 ETH,0.0025 ETH,0.05812 ETH,,"4,307","1,805"
804,Lightbody by Alex Grey,Ethereum,75.08 ETH,47.36 ETH,0.16 ETH,0.7083 ETH,,275,183
805,Bullish Llama,Ethereum,75.07 ETH,0 ETH,0.005 ETH,0.08359 ETH,,"3,713","1,588"
806,The WolfGang,Ethereum,74.5 ETH,295.88 ETH,0.014 ETH,0.03293 ETH,,"9,945","4,161"
807,Fishman's Laboratory,Ethereum,74.37 ETH,37.07 ETH,0.0134 ETH,0.07937 ETH,,"1,651",873
808,Fury of the Fur,Ethereum,74.06 ETH,113.67 ETH,0.035 ETH,0.06502 ETH,,"2,511",990
809,Blotter Party,Ethereum,73.09 ETH,0 ETH,2.88 ETH,2.9235 ETH,,101,80
810,Tribes Of Ogun,Ethereum,72.33 ETH,12.4 ETH,0.002 ETH,0.08821 ETH,,"3,179","1,160"
801,Mike Tyson Mystery Box,BSC,"243,764.03 BUSD","762,080.12 BUSD",11.99 BUSD,50.81 BUSD,,"15,000","4,687"
802,Doomed Souls Army,Ethereum,75.68 ETH,0 ETH,0.007 ETH,0.07479 ETH,,"2,500",876
803,Crypteriors Locals,Ethereum,75.15 ETH,0 ETH,0.0025 ETH,0.05812 ETH,,"4,307","1,805"
804,Lightbody by Alex Grey,Ethereum,75.08 ETH,47.36 ETH,0.16 ETH,0.7083 ETH,,275,183
805,Bullish Llama,Ethereum,75.07 ETH,0 ETH,0.005 ETH,0.08359 ETH,,"3,713","1,588"
806,The WolfGang,Ethereum,74.5 ETH,295.88 ETH,0.014 ETH,0.03293 ETH,,"9,945","4,161"
807,Fishman's Laboratory,Ethereum,74.37 ETH,37.07 ETH,0.0134 ETH,0.07937 ETH,,"1,651",873
808,Fury of the Fur,Ethereum,74.06 ETH,113.67 ETH,0.035 ETH,0.06502 ETH,,"2,511",990
809,Blotter Party,Ethereum,73.09 ETH,0 ETH,2.88 ETH,2.9235 ETH,,101,80
810,Tribes Of Ogun,Ethereum,72.33 ETH,12.4 ETH,0.002 ETH,0.08821 ETH,,"3,179","1,160"
801,Mike Tyson Mystery Box,BSC,"243,764.03 BUSD","762,080.12 BUSD",11.99 BUSD,50.81 BUSD,,"15,000","4,687"
802,Doomed Souls Army,Ethereum,75.68 ETH,0 ETH,0.007 ETH,0.07479 ETH,,"2,500",876
803,Crypteriors Locals,Ethereum,75.15 ETH,0 ETH,0.0025 ETH,0.05812 ETH,,"4,307","1,805"
804,Lightbody by Alex Grey,Ethereum,75.08 ETH,47.36 ETH,0.16 ETH,0.7083 ETH,,275,183
805,Bullish Llama,Ethereum,75.07 ETH,0 ETH,0.005 ETH,0.08359 ETH,,"3,713","1,588"
806,The WolfGang,Ethereum,74.5 ETH,295.88 ETH,0.014 ETH,0.03293 ETH,,"9,945","4,161"
807,Fishman's Laboratory,Ethereum,74.37 ETH,37.07 ETH,0.0134 ETH,0.07937 ETH,,"1,651",873
808,Fury of the Fur,Ethereum,74.06 ETH,113.67 ETH,0.035 ETH,0.06502 ETH,,"2,511",990
809,Blotter Party,Ethereum,73.09 ETH,0 ETH,2.88 ETH,2.9235 ETH,,101,80
810,Tribes Of Ogun,Ethereum,72.33 ETH,12.4 ETH,0.002 ETH,0.08821 ETH,,"3,179","1,160"
801,Mike Tyson Mystery Box,BSC,"243,764.03 BUSD","762,080.12 BUSD",11.99 BUSD,50.81 BUSD,,"15,000","4,687"
802,Doomed Souls Army,Ethereum,75.68 ETH,0 ETH,0.007 ETH,0.07479 ETH,,"2,500",876
803,Crypteriors Locals,Ethereum,75.15 ETH,0 ETH,0.0025 ETH,0.05812 ETH,,"4,307","1,805"
804,Lightbody by Alex Grey,Ethereum,75.08 ETH,47.36 ETH,0.16 ETH,0.7083 ETH,,275,183
805,Bullish Llama,Ethereum,75.07 ETH,0 ETH,0.005 ETH,0.08359 ETH,,"3,713","1,588"
806,The WolfGang,Ethereum,74.5 ETH,295.88 ETH,0.014 ETH,0.03293 ETH,,"9,945","4,161"
807,Fishman's Laboratory,Ethereum,74.37 ETH,37.07 ETH,0.0134 ETH,0.07937 ETH,,"1,651",873
808,Fury of the Fur,Ethereum,74.06 ETH,113.67 ETH,0.035 ETH,0.06502 ETH,,"2,511",990
809,Blotter Party,Ethereum,73.09 ETH,0 ETH,2.88 ETH,2.9235 ETH,,101,80
810,Tribes Of Ogun,Ethereum,72.33 ETH,12.4 ETH,0.002 ETH,0.08821 ETH,,"3,179","1,160"
801,Mike Tyson Mystery Box,BSC,"243,764.03 BUSD","762,080.12 BUSD",11.99 BUSD,50.81 BUSD,,"15,000","4,687"
802,Doomed Souls Army,Ethereum,75.68 ETH,0 ETH,0.007 ETH,0.07479 ETH,,"2,500",876
803,Crypteriors Locals,Ethereum,75.15 ETH,0 ETH,0.0025 ETH,0.05812 ETH,,"4,307","1,805"
804,Lightbody by Alex Grey,Ethereum,75.08 ETH,47.36 ETH,0.16 ETH,0.7083 ETH,,275,183
805,Bullish Llama,Ethereum,75.07 ETH,0 ETH,0.005 ETH,0.08359 ETH,,"3,713","1,588"
806,The WolfGang,Ethereum,74.5 ETH,295.88 ETH,0.014 ETH,0.03293 ETH,,"9,945","4,161"
807,Fishman's Laboratory,Ethereum,74.37 ETH,37.07 ETH,0.0134 ETH,0.07937 ETH,,"1,651",873
808,Fury of the Fur,Ethereum,74.06 ETH,113.67 ETH,0.035 ETH,0.06502 ETH,,"2,511",990
809,Blotter Party,Ethereum,73.09 ETH,0 ETH,2.88 ETH,2.9235 ETH,,101,80
810,Tribes Of Ogun,Ethereum,72.33 ETH,12.4 ETH,0.002 ETH,0.08821 ETH,,"3,179","1,160"
901,Big Fat Sexy Mystery Box,BSC,"9,434.26 BUSD","268,199.02 BUSD",1.6 BUSD,12.92 BUSD,,"28,614","3,545"
902,RARA MetaForest Mining Farm 2,BSC,"68,253.71 BUSD","111,749.84 BUSD",1.15 BUSD,14.71 BUSD,,"22,500","1,697"
903,The Wicked Stallions,Ethereum,492.87 ETH,84.72 ETH,0.006 ETH,0.1086 ETH,,"9,814","3,395"
904,CryptoJourney 2021,BSC,"3,804.79 BUSD","19,715.87 BUSD",12.84 BUSD,18.84 BUSD,,"2,021","1,952"
905,Seascape Zombies v Humans,BSC,"226,729.94 BUSD","139,177.78 BUSD",9.97 BUSD,77.54 BUSD,,"10,000",478
906,Nyammy Treats: The Nyan Sum Cards,BSC,"6,409.58 BUSD","37,864.51 BUSD",3.879 BUSD,13.78 BUSD,,"6,108","1,431"
907,Evil Teddy Bear,Ethereum,12.19 ETH,218.87 ETH,0.005 ETH,0.03024 ETH,,"4,169","1,075"
908,League of Sacred Devils,Ethereum,349.95 ETH,79 ETH,0.005 ETH,0.1171 ETH,,"10,000","3,708"
909,Rabbit College Club,Ethereum,305.95 ETH,25 ETH,0.003 ETH,0.0479 ETH,,"10,000","2,285"
910,Monroe designed by tokidoki,BSC,"75,338.06 BUSD","146,033.33 BUSD",1.6 BUSD,13.22 BUSD,,"25,000","2,179"
901,Squid Apes,Ethereum,48.75 ETH,0 ETH,0.01 ETH,0.06752 ETH,,696,339
902,Simp Mermaids,Ethereum,48.53 ETH,0 ETH,0.001 ETH,0.07525 ETH,,"2,782","1,076"
903,Santos FC Hat-Trick: Primeira,BSC,"155,485.24 BUSD","707,044.65 BUSD",6.49 BUSD,50.75 BUSD,,"15,000","1,045"
904,Metamon,BSC,"154,819.87 BUSD","1,858,821.46 BUSD",38 BUSD,200.03 BUSD,,"30,000",768
905,Naughty Tigers,Ethereum,48.23 ETH,0 ETH,0.002 ETH,0.02867 ETH,,"10,000","2,144"
906,SolanaMonkeyBusiness,Solana,"1,390 SOL",0 SOL,--,347.5 SOL,,0,0
907,Feel Gang,Ethereum,47.56 ETH,18 ETH,0.002 ETH,0.01618 ETH,,"10,000","1,934"
908,Meta Colonialists Club,Ethereum,47.33 ETH,8.3502 ETH,0.049 ETH,0.198 ETH,,501,317
909,Deebies,Ethereum,47.29 ETH,94.64 ETH,0.0369 ETH,0.08822 ETH,,"3,053","1,200"
910,Solameleon,Solana,"1,367.38 SOL",98.64 SOL,0.03 SOL,0.1312 SOL,,"3,288","2,047"
901,Squid Apes,Ethereum,48.75 ETH,0 ETH,0.01 ETH,0.06752 ETH,,696,339
902,Simp Mermaids,Ethereum,48.53 ETH,0 ETH,0.001 ETH,0.07525 ETH,,"2,782","1,076"
903,Santos FC Hat-Trick: Primeira,BSC,"155,485.24 BUSD","707,044.65 BUSD",6.49 BUSD,50.75 BUSD,,"15,000","1,045"
904,Metamon,BSC,"154,819.87 BUSD","1,858,821.46 BUSD",38 BUSD,200.03 BUSD,,"30,000",768
905,Naughty Tigers,Ethereum,48.23 ETH,0 ETH,0.002 ETH,0.02867 ETH,,"10,000","2,144"
906,SolanaMonkeyBusiness,Solana,"1,390 SOL",0 SOL,--,347.5 SOL,,0,0
907,Feel Gang,Ethereum,47.56 ETH,18 ETH,0.002 ETH,0.01618 ETH,,"10,000","1,934"
908,Meta Colonialists Club,Ethereum,47.33 ETH,8.3502 ETH,0.049 ETH,0.198 ETH,,501,317
909,Deebies,Ethereum,47.29 ETH,94.64 ETH,0.0369 ETH,0.08822 ETH,,"3,053","1,200"
910,Solameleon,Solana,"1,367.38 SOL",98.64 SOL,0.03 SOL,0.1312 SOL,,"3,288","2,047"
901,Squid Apes,Ethereum,48.75 ETH,0 ETH,0.01 ETH,0.06752 ETH,,696,339
902,Simp Mermaids,Ethereum,48.53 ETH,0 ETH,0.001 ETH,0.07525 ETH,,"2,782","1,076"
903,Santos FC Hat-Trick: Primeira,BSC,"155,485.24 BUSD","707,044.65 BUSD",6.49 BUSD,50.75 BUSD,,"15,000","1,045"
904,Metamon,BSC,"154,819.87 BUSD","1,858,821.46 BUSD",38 BUSD,200.03 BUSD,,"30,000",768
905,Naughty Tigers,Ethereum,48.23 ETH,0 ETH,0.002 ETH,0.02867 ETH,,"10,000","2,144"
906,SolanaMonkeyBusiness,Solana,"1,390 SOL",0 SOL,--,347.5 SOL,,0,0
907,Feel Gang,Ethereum,47.56 ETH,18 ETH,0.002 ETH,0.01618 ETH,,"10,000","1,934"
908,Meta Colonialists Club,Ethereum,47.33 ETH,8.3502 ETH,0.049 ETH,0.198 ETH,,501,317
909,Deebies,Ethereum,47.29 ETH,94.64 ETH,0.0369 ETH,0.08822 ETH,,"3,053","1,200"
910,Solameleon,Solana,"1,367.38 SOL",98.64 SOL,0.03 SOL,0.1312 SOL,,"3,288","2,047"
901,Squid Apes,Ethereum,48.75 ETH,0 ETH,0.01 ETH,0.06752 ETH,,696,339
902,Simp Mermaids,Ethereum,48.53 ETH,0 ETH,0.001 ETH,0.07525 ETH,,"2,782","1,076"
903,Santos FC Hat-Trick: Primeira,BSC,"155,485.24 BUSD","707,044.65 BUSD",6.49 BUSD,50.75 BUSD,,"15,000","1,045"
904,Metamon,BSC,"154,819.87 BUSD","1,858,821.46 BUSD",38 BUSD,200.03 BUSD,,"30,000",768
905,Naughty Tigers,Ethereum,48.23 ETH,0 ETH,0.002 ETH,0.02867 ETH,,"10,000","2,144"
906,SolanaMonkeyBusiness,Solana,"1,390 SOL",0 SOL,--,347.5 SOL,,0,0
907,Feel Gang,Ethereum,47.56 ETH,18 ETH,0.002 ETH,0.01618 ETH,,"10,000","1,934"
908,Meta Colonialists Club,Ethereum,47.33 ETH,8.3502 ETH,0.049 ETH,0.198 ETH,,501,317
909,Deebies,Ethereum,47.29 ETH,94.64 ETH,0.0369 ETH,0.08822 ETH,,"3,053","1,200"
910,Solameleon,Solana,"1,367.38 SOL",98.64 SOL,0.03 SOL,0.1312 SOL,,"3,288","2,047"
901,Squid Apes,Ethereum,48.75 ETH,0 ETH,0.01 ETH,0.06752 ETH,,696,339
902,Simp Mermaids,Ethereum,48.53 ETH,0 ETH,0.001 ETH,0.07525 ETH,,"2,782","1,076"
903,Santos FC Hat-Trick: Primeira,BSC,"155,485.24 BUSD","707,044.65 BUSD",6.49 BUSD,50.75 BUSD,,"15,000","1,045"
904,Metamon,BSC,"154,819.87 BUSD","1,858,821.46 BUSD",38 BUSD,200.03 BUSD,,"30,000",768
905,Naughty Tigers,Ethereum,48.23 ETH,0 ETH,0.002 ETH,0.02867 ETH,,"10,000","2,144"
906,SolanaMonkeyBusiness,Solana,"1,390 SOL",0 SOL,--,347.5 SOL,,0,0
907,Feel Gang,Ethereum,47.56 ETH,18 ETH,0.002 ETH,0.01618 ETH,,"10,000","1,934"
908,Meta Colonialists Club,Ethereum,47.33 ETH,8.3502 ETH,0.049 ETH,0.198 ETH,,501,317
909,Deebies,Ethereum,47.29 ETH,94.64 ETH,0.0369 ETH,0.08822 ETH,,"3,053","1,200"
910,Solameleon,Solana,"1,367.38 SOL",98.64 SOL,0.03 SOL,0.1312 SOL,,"3,288","2,047"
901,Squid Apes,Ethereum,48.75 ETH,0 ETH,0.01 ETH,0.06752 ETH,,696,339
902,Simp Mermaids,Ethereum,48.53 ETH,0 ETH,0.001 ETH,0.07525 ETH,,"2,782","1,076"
903,Santos FC Hat-Trick: Primeira,BSC,"155,485.24 BUSD","707,044.65 BUSD",6.49 BUSD,50.75 BUSD,,"15,000","1,045"
904,Metamon,BSC,"154,819.87 BUSD","1,858,821.46 BUSD",38 BUSD,200.03 BUSD,,"30,000",768
905,Naughty Tigers,Ethereum,48.23 ETH,0 ETH,0.002 ETH,0.02867 ETH,,"10,000","2,144"
906,SolanaMonkeyBusiness,Solana,"1,390 SOL",0 SOL,--,347.5 SOL,,0,0
907,Feel Gang,Ethereum,47.56 ETH,18 ETH,0.002 ETH,0.01618 ETH,,"10,000","1,934"
908,Meta Colonialists Club,Ethereum,47.33 ETH,8.3502 ETH,0.049 ETH,0.198 ETH,,501,317
909,Deebies,Ethereum,47.29 ETH,94.64 ETH,0.0369 ETH,0.08822 ETH,,"3,053","1,200"
910,Solameleon,Solana,"1,367.38 SOL",98.64 SOL,0.03 SOL,0.1312 SOL,,"3,288","2,047"
1001,Skullies,Solana,71.42 SOL,0 SOL,1.9 SOL,0.7142 SOL,,8,8
1002,Dragons Watch Heroes,Solana,249.67 SOL,0 SOL,0.29 SOL,1.3643 SOL,,115,59
1003,Phanbots,Solana,115.77 SOL,0 SOL,0.14 SOL,0.3992 SOL,,120,75
1004,Genesis Zombies,Solana,"1,543.11 SOL",35.4 SOL,0.25 SOL,0.7275 SOL,,118,77
1005,BEAR MARKET BAR,Solana,92.88 SOL,0 SOL,0.12 SOL,0.6541 SOL,,139,93
1006,SOLEX,Solana,"1,154.82 SOL",52.2 SOL,0.47 SOL,0.9536 SOL,,116,79
1007,Solympian Gods,Solana,62.72 SOL,0 SOL,0.04 SOL,0.08209 SOL,,177,80
1008,Crypto Idolz - Butts,Solana,"4,141.53 SOL",751.26 SOL,0.24 SOL,0.608 SOL,,659,425
1009,BabyApes,Solana,558.96 SOL,0 SOL,11.1 SOL,2.5065 SOL,,1,1
1010,Solameleon,Solana,"1,367.38 SOL",98.64 SOL,0.03 SOL,0.1312 SOL,,"3,288","2,047"
1001,Meta Girlfriends,Ethereum,34.67 ETH,45.01 ETH,0.02 ETH,0.0955 ETH,,"1,386",426
1002,Monster Mobs,Ethereum,34.65 ETH,19.44 ETH,0.0025 ETH,0.02554 ETH,,"7,777","1,700"
1003,The Crypto You,BSC,"111,151.07 BUSD","2,285,325 BUSD",29.8 BUSD,72.27 BUSD,,"50,000","1,010"
1004,Astra Chipmunks Army ,Ethereum,34.58 ETH,0 ETH,0.003 ETH,0.05881 ETH,,"2,721",974
1005,S.S. Lazio x Immobile Best 6,BSC,"110,924.94 BUSD","647,971.62 BUSD",11 BUSD,83.53 BUSD,,"7,171",734
1006,StarryNift Genesis Equipment ,BSC,"109,923.48 BUSD","642,896.84 BUSD",9 BUSD,49.6 BUSD,,"13,830","1,122"
1007,WOOFers,Solana,983.86 SOL,268.2 SOL,0.45 SOL,1.2407 SOL,,447,143
1008,Dronies,Solana,976.29 SOL,0 SOL,4 SOL,5.8813 SOL,,37,30
1009,Metavaders,Ethereum,33.57 ETH,0 ETH,0.009 ETH,0.04958 ETH,,"1,664",596
1010,Little Ninjas Dojo,Ethereum,33.32 ETH,0 ETH,0.0069 ETH,0.04043 ETH,,"3,333",797
1001,Meta Girlfriends,Ethereum,34.67 ETH,45.01 ETH,0.02 ETH,0.0955 ETH,,"1,386",426
1002,Monster Mobs,Ethereum,34.65 ETH,19.44 ETH,0.0025 ETH,0.02554 ETH,,"7,777","1,700"
1003,The Crypto You,BSC,"111,151.07 BUSD","2,285,325 BUSD",29.8 BUSD,72.27 BUSD,,"50,000","1,010"
1004,Astra Chipmunks Army ,Ethereum,34.58 ETH,0 ETH,0.003 ETH,0.05881 ETH,,"2,721",974
1005,S.S. Lazio x Immobile Best 6,BSC,"110,924.94 BUSD","647,971.62 BUSD",11 BUSD,83.53 BUSD,,"7,171",734
1006,StarryNift Genesis Equipment ,BSC,"109,923.48 BUSD","642,896.84 BUSD",9 BUSD,49.6 BUSD,,"13,830","1,122"
1007,WOOFers,Solana,983.86 SOL,268.2 SOL,0.45 SOL,1.2407 SOL,,447,143
1008,Dronies,Solana,976.29 SOL,0 SOL,4 SOL,5.8813 SOL,,37,30
1009,Metavaders,Ethereum,33.57 ETH,0 ETH,0.009 ETH,0.04958 ETH,,"1,664",596
1010,Little Ninjas Dojo,Ethereum,33.32 ETH,0 ETH,0.0069 ETH,0.04043 ETH,,"3,333",797
